,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
38,2017,2873457.0,SP.POP.TOTL,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
39,2018,2866376.0,SP.POP.TOTL,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
40,2019,2854191.0,SP.POP.TOTL,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
41,2020,2837743.0,SP.POP.TOTL,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD
42,2000,31042238.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
43,2001,31451513.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
44,2002,31855110.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
45,2003,32264159.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
46,2004,32692153.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
47,2005,33149720.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
48,2006,33641007.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
49,2007,34166976.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
50,2008,34730604.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
51,2009,35333882.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
52,2010,35977451.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
53,2011,36661438.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
54,2012,37383899.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
55,2013,38140135.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
56,2014,38923688.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
57,2015,39728020.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
58,2016,40551398.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
59,2017,41389174.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
60,2018,42228415.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
61,2019,43053054.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
62,2020,43851043.0,SP.POP.TOTL,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD
63,2000,57816.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
64,2001,58496.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
65,2002,59077.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
66,2003,59495.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
67,2004,59684.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
68,2005,59557.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
69,2006,59109.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
70,2007,58367.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
71,2008,57490.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
72,2009,56675.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
73,2010,56084.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
74,2011,55755.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
75,2012,55669.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
76,2013,55717.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
77,2014,55791.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
78,2015,55806.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
79,2016,55739.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
80,2017,55617.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
81,2018,55461.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
82,2019,55312.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
83,2020,55197.0,SP.POP.TOTL,ASM,American Samoa,East Asia & Pacific,Upper middle income,Not classified
84,2000,65390.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
85,2001,67344.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
86,2002,70048.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
87,2003,73180.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
88,2004,76250.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
89,2005,78871.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
90,2006,80995.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
91,2007,82682.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
92,2008,83860.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
93,2009,84461.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
94,2010,84454.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
95,2011,83748.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
96,2012,82427.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
97,2013,80770.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
98,2014,79213.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
99,2015,77993.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
100,2016,77295.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
101,2017,76997.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
102,2018,77008.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
103,2019,77146.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
104,2020,77265.0,SP.POP.TOTL,AND,Andorra,Europe & Central Asia,High income,Not classified
105,2000,16395477.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
106,2001,16945753.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
107,2002,17519418.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
108,2003,18121477.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
109,2004,18758138.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
110,2005,19433604.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
111,2006,20149905.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
112,2007,20905360.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
113,2008,21695636.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
114,2009,22514275.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
115,2010,23356247.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
116,2011,24220660.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
117,2012,25107925.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
118,2013,26015786.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
119,2014,26941773.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
120,2015,27884380.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
121,2016,28842482.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
122,2017,29816769.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
123,2018,30809787.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
124,2019,31825299.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
125,2020,32866268.0,SP.POP.TOTL,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD
126,2000,76007.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
127,2001,77212.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
128,2002,78298.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
129,2003,79311.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
130,2004,80347.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
131,2005,81462.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
132,2006,82715.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
133,2007,84029.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
134,2008,85394.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
135,2009,86743.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
136,2010,88030.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
137,2011,89250.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
138,2012,90407.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
139,2013,91510.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
140,2014,92562.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
141,2015,93571.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
142,2016,94520.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
143,2017,95425.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
144,2018,96282.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
145,2019,97115.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
146,2020,97928.0,SP.POP.TOTL,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD
147,2000,36870796.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
148,2001,37275644.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
149,2002,37681743.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
150,2003,38087866.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
151,2004,38491970.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
152,2005,38892924.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
153,2006,39289876.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
154,2007,39684303.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
155,2008,40080159.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
156,2009,40482786.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
157,2010,40788453.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
158,2011,41261490.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
159,2012,41733271.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
160,2013,42202935.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
161,2014,42669500.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
162,2015,43131966.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
163,2016,43590368.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
164,2017,44044811.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
165,2018,44494502.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
166,2019,44938712.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
167,2020,45376763.0,SP.POP.TOTL,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD
168,2000,3069597.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
169,2001,3050686.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
170,2002,3033976.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
171,2003,3017938.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
172,2004,3000715.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
173,2005,2981262.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
174,2006,2958301.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
175,2007,2932615.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
176,2008,2907615.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
177,2009,2888094.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
178,2010,2877314.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
179,2011,2876536.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
180,2012,2884239.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
181,2013,2897593.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
182,2014,2912403.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
183,2015,2925559.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
184,2016,2936147.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
185,2017,2944789.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
186,2018,2951741.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
187,2019,2957728.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
188,2020,2963234.0,SP.POP.TOTL,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD
189,2000,90866.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
190,2001,92892.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
191,2002,94992.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
192,2003,97016.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
193,2004,98744.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
194,2005,100028.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
195,2006,100830.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
196,2007,101226.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
197,2008,101362.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
198,2009,101452.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
199,2010,101665.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
200,2011,102050.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
201,2012,102565.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
202,2013,103165.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
203,2014,103776.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
204,2015,104339.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
205,2016,104865.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
206,2017,105361.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
207,2018,105846.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
208,2019,106310.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
209,2020,106766.0,SP.POP.TOTL,ABW,Aruba,Latin America & Caribbean ,High income,Not classified
210,2000,19153000.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
211,2001,19413000.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
212,2002,19651400.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
213,2003,19895400.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
214,2004,20127400.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
215,2005,20394800.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
216,2006,20697900.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
217,2007,20827600.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
218,2008,21249200.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
219,2009,21691700.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
220,2010,22031750.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
221,2011,22340024.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
222,2012,22733465.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
223,2013,23128129.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
224,2014,23475686.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
225,2015,23815995.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
226,2016,24190907.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
227,2017,24601860.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
228,2018,24982688.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
229,2019,25365745.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
230,2020,25687041.0,SP.POP.TOTL,AUS,Australia,East Asia & Pacific,High income,Not classified
231,2000,8011566.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
232,2001,8042293.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
233,2002,8081957.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
234,2003,8121423.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
235,2004,8171966.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
236,2005,8227829.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
237,2006,8268641.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
238,2007,8295487.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
239,2008,8321496.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
240,2009,8343323.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
241,2010,8363404.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
242,2011,8391643.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
243,2012,8429991.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
244,2013,8479823.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
245,2014,8546356.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
246,2015,8642699.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
247,2016,8736668.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
248,2017,8797566.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
249,2018,8840521.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
250,2019,8879920.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
251,2020,8917205.0,SP.POP.TOTL,AUT,Austria,Europe & Central Asia,High income,Not classified
252,2000,8048600.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
253,2001,8111200.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
254,2002,8171950.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
255,2003,8234100.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
256,2004,8306500.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
257,2005,8391850.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
258,2006,8484550.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
259,2007,8581300.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
260,2008,8763400.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
261,2009,8947243.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
262,2010,9054332.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
263,2011,9173082.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
264,2012,9295784.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
265,2013,9416801.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
266,2014,9535079.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
267,2015,9649341.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
268,2016,9757812.0,SP.POP.TOTL,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
